osm_id,name,fclass,finalCategory,latitude,longitude
13099836793,Bupharco Savings and Loans,bank,Public Service,7.7645903,125.00602
13099899207,Rodmart,clothes,Retail,11.0508932,124.383249
13099899208,Be Sure Drugstore,pharmacy,Health,11.0500255,124.3831944
13099899209,Rose Pharmacy,pharmacy,Health,11.0499499,124.3831737
13099956988,Alta Vista Barangay Hall,town_hall,Public Service,11.0126713,124.6210702
13100423868,De Rose Saver's Mart,supermarket,Retail,7.1904722,124.53379
13100423881,Chinabank,bank,Public Service,7.1887413,124.5331896
13101066771,Rose Pharmacy,pharmacy,Health,7.205498,124.54083
13101066785,TGP,pharmacy,Health,7.2048311,124.5411342
13101107377,Farmacia ni Dok,pharmacy,Health,14.8612296,120.9289739
13101163676,Caring Jesus Educational Foundation,school,Public Service,14.8972518,120.980756
13101218113,MedCorner,pharmacy,Health,14.8651844,120.994965
13103493081,Purok Mussel Center,community_centre,Other,10.2403897,123.7889216
13103533177,Peso Plus Department Store,department_store,Retail,10.2409276,123.7979603
13105115214,Savemore,supermarket,Retail,16.6741113,121.4671329
13105115216,BDO,bank,Public Service,16.6743835,121.4671269
13105115225,Cordon Municipal Hall,town_hall,Public Service,16.670728,121.467313
13105115226,RHU Cordon,hospital,Health,16.6706185,121.466479
13105115227,Cordon Community Center,community_centre,Other,16.6704235,121.4668095
13105115228,PNP Cordon,police,Public Service,16.669574,121.4659046
13105115229,BFP Cordon,fire_station,Public Service,16.669534,121.465806
13105115230,Mercury Drug,pharmacy,Health,16.6747789,121.4676565
13105122944,Producers Bank,bank,Public Service,16.6739302,121.4659829
13105122957,Everyday Drugstore,pharmacy,Health,16.6743842,121.4662348
13105122960,Ultra Mega,supermarket,Retail,16.6734915,121.4640657
13105122962,Rural Bank of Ramon,bank,Public Service,16.6732972,121.4638996
13105122965,OLAY OBGYNE,clinic,Health,16.6733248,121.4639558
13105122966,Olay Pharmacy,pharmacy,Health,16.6733374,121.4639774
13105122967,FICO Bank,bank,Public Service,16.672888,121.4631181
13105122970,Javonillo Hospital Inc.,hospital,Health,16.671266,121.4619435
13105167720,MC Pharmacy,pharmacy,Health,6.7462539,125.3703071
13105167725,Balong Haircut & Shaves,hairdresser,Other,6.7465201,125.3703274
13105180584,Manantan Institute of Science and Technology,school,Public Service,16.676451,121.4717377
13105234273,L.G. Aguirre Children's Clinic,doctors,Health,6.7519429,125.355424
13105234281,Cherry's Store Bodega,department_store,Retail,6.7516785,125.3554337
13105234282,Nxtgen Office Supplies,stationery,Retail,6.7517284,125.3554408
13105362239,Barangay 39 Hall,town_hall,Public Service,8.4758422,124.6499657
13105399485,Legazpi Eye Center,doctors,Health,13.6213305,123.2079552
13105524209,Aduas Centro Barangay Hall,town_hall,Public Service,15.5004582,120.9606695
13105537591,Southstar Drug,pharmacy,Health,12.3531734,121.0624595
13106046794,Good Meds Pharmacy,pharmacy,Health,6.7484626,125.3557435
13106046795,Penbank,bank,Public Service,6.7482845,125.3557398
13106046798,TGP,pharmacy,Health,6.7481245,125.3557283
13106069202,Tan-Tabanao Dental Clinic,dentist,Health,6.7485771,125.3557497
13106069206,Almico Drug,pharmacy,Health,6.7488681,125.3557716
13106069210,Navat Goldsmit and Jewelry Shop,jeweller,Retail,6.7490248,125.3557794
13106069212,Olivier Barbershop,hairdresser,Other,6.7491781,125.3557886
13106069215,Hyro Drugstore,pharmacy,Health,6.7494779,125.3558048
13111285498,Accumedicals Pharmacy,pharmacy,Health,14.2085347,121.3505532
13111744511,TGP,pharmacy,Health,16.6739842,121.465889
13111744512,"Rural Bank of Cauayan, Inc.",bank,Public Service,16.6741122,121.4656566
13111744516,Banco Lagawe,bank,Public Service,16.6746733,121.4668145
13111744520,Daily Drug,pharmacy,Health,16.6748384,121.4671822
13112181493,TGP,pharmacy,Health,14.537136,121.0009161
13112181494,LBC,post_office,Public Service,14.5371197,121.0008712
13112181621,World Balance,shoe_shop,Retail,14.5381803,121.0012642
13112181624,Hammerhead,clothes,Retail,14.5382504,121.0012119
13112181631,Crissa,clothes,Retail,14.5381781,121.001114
13112181632,FUBU,clothes,Retail,14.5381654,121.0011133
13112181633,Denim Brands Depot,clothes,Retail,14.5380862,121.0012474
13112181634,Sandugo,clothes,Retail,14.5381303,121.0012601
13112181635,Trift & Trendy,clothes,Retail,14.538179,121.0012655
13112181636,Penshoppe,clothes,Retail,14.5382219,121.0012574
13112181637,Penshoppe,clothes,Retail,14.5382478,121.0011984
13112181638,Bench,clothes,Retail,14.5382508,121.0011176
13112181639,Macbeth,clothes,Retail,14.5382491,121.0011525
13112371550,ValueMED,pharmacy,Health,14.2461768,121.3719895
13112479725,Jayson Barbershop,hairdresser,Other,14.2089374,121.3513235
13112790091,Zane-Rich Drugstore,pharmacy,Health,14.7878731,120.9423494
13115573610,Bamban Historical Society,community_centre,Other,15.268064,120.564902
13115619901,Iligan Flowershop & Candle,florist,Retail,6.7526658,125.3558052
13115646103,A-Heads Barber Shop,hairdresser,Other,6.7638419,125.356806
13115659732,AJ Barbershop,hairdresser,Other,7.2790689,124.4677794
13115659742,Barangay Baguer Hall,town_hall,Public Service,7.2792059,124.468583
13116767296,Strong Man's Fitness Gym,fitness_centre,Other,14.7841892,120.992962
13116844657,Puma Outlet Store,shoe_shop,Retail,14.7636691,120.9639781
13117166421,TGP,pharmacy,Health,13.3567467,123.7280479
13117166422,AgriBank,bank,Public Service,13.3561898,123.7269493
13117179664,Atimonan Municipal Library,library,Public Service,13.9961926,121.9124488
13118362011,Landbank,bank,Public Service,14.0019566,121.920885
13118706338,Bahay Pamahalaan ng Barangay Santa Catalina,town_hall,Public Service,13.9722782,121.6868224
13120426628,Singko Mart,supermarket,Retail,14.643697,120.955259
13120447910,Jemm's Shoppers Mart,supermarket,Retail,14.6696933,120.970474
13120547741,LoveYourSkin Skin Clinic and Facial Center,doctors,Health,6.7484984,125.3551594
13120547752,Digos de Salon and Spa Barbershop,hairdresser,Other,6.7477231,125.3552116
13120547754,Mothyneah Latest Fashion,clothes,Retail,6.747388,125.3551441
13120676722,Gib-an Salon & Barber Shop,hairdresser,Other,16.4143474,120.5953603
13120929100,The Marketplace,supermarket,Retail,10.6933491,122.5353249
13120936703,TUF Barbershop Iloilo,hairdresser,Other,10.6930385,122.5353804
13120970446,PNB,bank,Public Service,10.699935,122.557215
13121471809,Trail Outdoors,outdoor_shop,Retail,6.750958,125.3554306
13121471810,Yoyo,stationery,Retail,6.7508443,125.3554165
13122731107,BOTICA JUCIA,pharmacy,Health,7.1910073,124.5344224
13122791218,Sampaguita GYM,sports_hall,Park/Nature,11.224286,124.9986602
13122891162,Bum,clothes,Retail,7.1917629,124.5345058
13124329816,Bahay Pamahalaan ng Barangay Antonino,town_hall,Public Service,8.0676266,122.5195011
13124379865,Bahay Pamahalaan ng Barangay Osukan,town_hall,Public Service,8.0614511,122.5128747
13124590678,Leyte Nornal University - Young Field Campus,university,Public Service,11.2355736,125.0001409
13124590679,Leyte Nornal University - Main Campus,university,Public Service,11.2374046,125.0016751
13124737761,LBC,post_office,Public Service,14.6006754,120.9906882
13124737765,Rex Book Store,bookshop,Retail,14.6006469,120.9908029
13125014709,Donex General Merchandise,clothes,Retail,14.6025734,120.9866133
13125014710,Elijah Bookstore,bookshop,Retail,14.6025955,120.9865677
13125014728,Centralbooks,bookshop,Retail,14.6009655,120.989386
13125014729,BDO,bank,Public Service,14.6010485,120.9892385
13125014730,Informatics College,college,Public Service,14.6009408,120.9891848
13126288690,Goodwell Pharmacy,pharmacy,Health,14.322998,120.8054733
13126316493,Savemore Express @ Fortune King Pasinaya Homes Central,supermarket,Retail,14.3182268,120.8087006
13126344637,Sabang Animal Bite Center,clinic,Health,14.322917,120.8054504
13126358351,Pasinaya West Medical Clinic,clinic,Health,14.3216772,120.8035278
13127356304,Producers Bank,bank,Public Service,7.7612319,125.0030111
13127527555,NBSC Clinic,clinic,Health,8.3591929,124.8682132
13127527556,NBSC Learning Resource Center,library,Public Service,8.3592607,124.8678018
13132013401,Baguio achievers academy,school,Public Service,16.4151369,120.6018124
13132284651,3R General Merchandise,supermarket,Retail,7.206977,124.7958637
13132311311,Carmen Municipal Police Station,police,Public Service,7.2046151,124.7937925
13132311312,Carmen Municipal Hospital,hospital,Health,7.2035601,124.7988892
13132330733,Peping Montojo - Romblon Cockpit Arena,sports_centre,Park/Nature,12.5744338,122.2669434
13132718987,Bahay Pamahalaan ng Barangay Lumbog,town_hall,Public Service,7.6688557,122.9627609
13135315508,Digos Adventure Park and Ziplines,sports_centre,Park/Nature,6.7802526,125.3751178
13135599869,Agape Pharmacy,pharmacy,Health,6.9131428,125.4619485
13136109952,Kapehan sa Bumatay,vending_machine,Other,14.570117,121.0359003
13137313620,Little Way,florist,Retail,14.5214944,121.0162477
13137643020,Bahay Pamahalaan ng Barangay Nilo,town_hall,Public Service,7.8463043,123.2501315
13137775901,Regional Highway Patrol Unit Cordillera,police,Public Service,16.403897,120.6004083
13138380452,Mercury Drug,pharmacy,Health,6.50593,124.8365339
13138380453,Dog & Cat Emergency Clinic,veterinary,Health,6.5056197,124.8362674
13138380487,St. Alexius College Demonstration Farm,school,Public Service,6.522608,124.801918
13138398001,Hoops and Racket,sports_centre,Park/Nature,10.3376213,123.9314967
13140162569,Amesco Drug,pharmacy,Health,6.7428563,125.3547765
13140216969,Ayala Fire Brigade,fire_station,Public Service,14.5663018,121.0772217
13142018018,San Jose de Buenavista Municipal Hall,town_hall,Public Service,10.746779,121.9414791
13142018019,Antique National School,school,Public Service,10.7520687,121.9423987
13142018020,Angel Salazar Memorial General Hospital,hospital,Health,10.7536467,121.9425167
13142796075,Blue Jade Klinika at Laboratoryo,doctors,Health,14.591213,121.0055356
13146328568,Roxas Special Education Center,school,Public Service,8.5193092,123.2373507
13146520496,Jun Barbershop,hairdresser,Other,6.7593817,125.3710715
13146521026,Provincial Highway Patrol Team Davao Del Sur,police,Public Service,6.759709,125.3742451
13146692748,D&D Clinic,clinic,Health,6.4261549,124.776868
13146749748,Santa Cruz Fire Station,fire_station,Public Service,6.8423576,125.4133507
13147027830,TGP,pharmacy,Health,14.2082369,121.3502043
13147030512,Prinsipe Juan,hairdresser,Other,14.2028364,121.3455215
13148462957,Kubota Barber Shop & Vulcanizing,hairdresser,Other,6.7471467,125.3551857
13148462964,Hairblowdry Salon & Spa,hairdresser,Other,6.7468013,125.35517
13148462967,Budget Choice Marketing,department_store,Retail,6.7469653,125.3556217
13148462971,PSBank,bank,Public Service,6.7460859,125.3548989
13149679099,Threads n' Clouds,clothes,Retail,14.4037781,120.941418
13152016090,ELEGANT BEAUTY SALON,hairdresser,Other,7.1923757,124.5349477
13152346171,Watsons,pharmacy,Health,14.6839131,121.0774026
13152582267,Black Marketz 2,clothes,Retail,6.7456135,125.3550827
13152582298,Alsula Marketing,department_store,Retail,6.745819,125.3555672
13152599887,Almico Drug,pharmacy,Health,6.743058,125.3549594
13152599900,Hydrex Enterprises,department_store,Retail,6.7420942,125.354803
13152638803,ToothCo Dental Clinic,dentist,Health,6.7419473,125.3547605
13152999157,ICBC,bank,Public Service,14.5545163,121.0469366
13153129651,Dali,supermarket,Retail,14.3028313,120.7782711
13154404029,Longley Barbershop,hairdresser,Other,6.7595506,125.3480226
13154404036,Florentino Clinica Dental,dentist,Health,6.7593727,125.3480151
13154404051,AM Digos Flowershop,florist,Retail,6.7591732,125.3489059
13154404057,Armbs Barbershop,hairdresser,Other,6.7591396,125.3489852
13154751037,Carri & Wynne Bridal Couture,clothes,Retail,6.7392091,125.354727
13154790797,The White Collection,clothes,Retail,6.736998,125.354594
13154807404,Goodlife Savings,bank,Public Service,6.7365466,125.3549686
13155267774,Infinity Fitness,fitness_centre,Other,6.7566692,125.3526918
13155267775,Digos Filipino-Chinese Volunteer Fire Station,fire_station,Public Service,6.7570157,125.3511187
13155267784,"Little Ambassador Child Development Center of Digos, Inc.",kindergarten,Public Service,6.7573707,125.3490391
13155317638,Loktao Drug Store,pharmacy,Health,14.537025,121.0006379
13155849263,ROYAL DRUG STORE,pharmacy,Health,7.1894516,124.5349283
13157137348,DC Hair Drive,hairdresser,Other,6.7575663,125.3457143
13157211320,"Material Recovery Facilities Ilag, Liloan, Southern Leyte",recycling,Other,10.2001184,125.0990491
13157218452,Era Pharmacy & Mini Mart,pharmacy,Health,14.3329163,120.8007202
13157247601,Ga² Pharmacy,pharmacy,Health,14.340085,120.7909012
13157731401,Palangon Mission School - Sulads(SVES Annex),school,Public Service,12.5496331,121.2917368
13157731402,Sulads Santol Mission School (SVES Annex),school,Public Service,12.5094874,121.2991603
13158832603,Santé Fitness Lab,fitness_centre,Other,14.3807287,120.9608815
13161224575,"Divine Mercy School of the South, Inc.",school,Public Service,6.7623152,125.3363157
13161224579,GuardRx Pharmacy,pharmacy,Health,6.761807,125.3358544
13161324128,Flores Barber Shop,hairdresser,Other,6.7581278,125.3356825
13164229627,New Wave Barber Shop,hairdresser,Other,6.7510985,125.3352416
13164229630,Daniel's Barber Shop,hairdresser,Other,6.7508576,125.3353869
13164247330,Ms. G Fashion Boutique,clothes,Retail,6.7499266,125.3456722
13164257758,Santa Cruz Doctors Pharmacy,pharmacy,Health,6.8398153,125.40888
13164257779,DBP,bank,Public Service,6.8408025,125.4099754
13164353201,SM Hypermarket,supermarket,Retail,14.7679808,120.942589
13164956573,Plaza Ruiz Outpost,police,Public Service,14.6002556,120.9737829
13164956575,Basic City Shirts & Prints,clothes,Retail,14.6011173,120.9729246
13164956576,Big Apple Shirt,clothes,Retail,14.6012361,120.9730902
13164956577,Tri-M Shirts,clothes,Retail,14.6012095,120.9731077
13164956588,Chinabank,bank,Public Service,14.605655,120.9720522
13164956590,PBCom,bank,Public Service,14.6057095,120.9719221
13166628396,NCCC Supermarket,supermarket,Retail,6.835867,125.4148728
13166628397,HB1,chemist,Health,6.835863,125.4149134
13166633214,Kim Barber Shop,hairdresser,Other,6.8359553,125.4133465
13166633215,Chin Dental Clinic,dentist,Health,6.8359361,125.4133358
13167005831,Kings Boutique,clothes,Retail,9.7864745,125.4998024
13167023157,Signa Bank,bank,Public Service,15.7123059,120.3605646
13167073319,Surigao City Gymnasium,sports_hall,Park/Nature,9.7911626,125.4935653
13167080083,LBC,post_office,Public Service,9.7908035,125.4946037
13167080177,BENTE UNO TAILORING,clothes,Retail,15.4791768,120.5874249
13167080179,ANIMAL BITE CENTER,pharmacy,Health,15.4782086,120.5875754
13167080180,NORTHMED MEDICAL TRADING,pharmacy,Health,15.4781427,120.5876239
13167083157,Iloy-Ramirez Dental Clinic,clinic,Health,15.4798705,120.5870742
13167083159,Lou Shem's Flowershop,florist,Retail,15.4790931,120.5866689
13167089208,Northeastern Mindanao Colleges,college,Public Service,9.7891149,125.4931893
13167091749,Tagudan,dentist,Health,15.482316,120.5874512
13167091750,Divina,doctors,Health,15.482316,120.5874512
13167099432,Med Corner,pharmacy,Health,15.479479,120.5871446
13167099437,LAUNDRY HUB,clothes,Retail,15.4781115,120.5876262
13167100618,Hermana Pharmacy,pharmacy,Health,15.4791392,120.5871963
13167100621,Medicare Pharmacy,pharmacy,Health,15.4791392,120.5871963
13167133384,Barbershop Tropa Ko Barbero Ko,hairdresser,Other,15.4834071,120.5871582
13167133397,FOCUS Diagnostic,doctors,Health,15.4847113,120.5868229
13167134078,MedCorner Pharmacy,pharmacy,Health,15.4795697,120.587137
13167134080,Bente Uno Sportswear,clothes,Retail,15.4792323,120.5868765
13167162724,Gele Couture,clothes,Retail,15.4835711,120.5913562
13167199033,Roller Disco,pitch,Other,14.6339987,121.0196103
13167199045,Roller Fever Araneta,pitch,Other,14.6206712,121.0550448
13167205786,Roller Fever Fairview,pitch,Other,14.7360632,121.0604612
13167214516,Retro Seoul Roller Skate,pitch,Other,15.1462365,120.5680129
13167215398,Roller Fever Manila Bay,pitch,Other,14.5225342,120.9901395
13167219082,Roller Space Roller Skating Rink,pitch,Other,14.6540229,120.9845092
13167233979,NOVO,supermarket,Retail,10.3853042,124.9832155
13167246059,Rink Star - SM City Cabanatuan,pitch,Other,15.4669421,120.9550416
13167252930,Burnham Park Skating Rink,pitch,Other,16.4094434,120.5959874
13167292202,Rink Star - Ayala Malls Central Bloc,pitch,Other,10.3308665,123.9069606
13167313827,Rink Star - 8 Ilagan,pitch,Other,17.1278442,121.8660825
13167314197,Squad Skates SM Seaside Cebu,pitch,Other,10.2818985,123.8825688
13167425420,Squad Skates Rink - J Mall,pitch,Other,10.3349012,123.9339043
13167524500,Rose Pharmacy,pharmacy,Health,6.5057335,124.836761
13168735015,First Trubank,bank,Public Service,6.8414663,125.4095024
13168735023,Copperative Bank of Cotabato,bank,Public Service,6.8414746,125.4100626
13169133717,BDO,bank,Public Service,9.7833461,125.486575
13171216131,TGP,pharmacy,Health,14.675596,120.9419243
13173245944,Balsigan Barangay Hall,town_hall,Public Service,16.3986905,120.5936276
13174346958,IRefresh Salon and Spa,hairdresser,Other,9.7883984,125.4927078
13174348371,Shareli Imports,clothes,Retail,7.4615532,125.8175615
13174486262,ACLC,school,Public Service,7.4442804,125.8078974
13174876059,Pook Amorsolo Branch Library,library,Public Service,14.6477939,121.065691
13175035913,Dedumo-Wilson Dental Care,dentist,Health,9.7887908,125.4947368
13175039894,Surigao Dental Center,dentist,Health,9.7858291,125.4988664
13175049121,Calang Dental Clinic,dentist,Health,9.7873881,125.4961923
13175060137,Benicare Diagnostic Center,clinic,Health,9.7857563,125.4987968
13175060448,Barbeerow,hairdresser,Other,9.7892966,125.4929344
13175060659,Fino Enterprises,clothes,Retail,9.7853769,125.4985602
13175061605,Red Fashion and Enterprises,clothes,Retail,9.7911644,125.4925459
13175065102,Iris Cargo Forwarding,post_office,Public Service,9.7869258,125.4969412
13175065105,Jazztice Barbershop,hairdresser,Other,9.7885677,125.4929494
13175091103,DHL,post_office,Public Service,9.7885887,125.4929008
13175392379,Muscle Craft Fitness Gym,fitness_centre,Other,14.0803254,121.1506821
13175437946,DialyMed Renal Care Center,clinic,Health,14.6567674,120.9716358
13175463665,G4 Fitness Center,fitness_centre,Other,14.6547349,120.9722058
13175463668,ERS Dental Care Center,dentist,Health,14.6563383,120.9715577
13176893113,Generika,pharmacy,Health,14.5740524,121.0474349
13176893116,Generika,pharmacy,Health,14.575553,121.0412345
13176893118,LBC Barangka,post_office,Public Service,14.5749884,121.0424388
13179942016,Authentic Salon & Barbershop,hairdresser,Other,9.7891543,125.4952241
13180031873,Chinabank,bank,Public Service,14.5733442,121.0449862
13180038436,Wow! Syaxie Salon,hairdresser,Other,9.7888937,125.4944907
13180079999,Watsons Pharmacy,pharmacy,Health,9.7894644,125.4952091
13180088483,Yolly's Beauty Salon,hairdresser,Other,9.7888002,125.4946952
13180091127,Sentro 168,hairdresser,Other,9.7886236,125.4950286
13180091407,Skin Benefits,doctors,Health,9.7888304,125.4946178
13180251059,K3 Centerpoint,stationery,Retail,9.7896352,125.4944318
13182292555,Bluelake Outdoor Shop,outdoor_shop,Retail,6.7863588,125.2104611
13182292558,Mercury Drug,pharmacy,Health,6.7860416,125.2107189
13182354815,Bansalan Fire Station,fire_station,Public Service,6.7878755,125.2113855
13182354817,Puregold,supermarket,Retail,6.7878904,125.2105309
13182354818,J&F Department Store,department_store,Retail,6.7878412,125.2104674
13182354819,KDH Shopping Center,department_store,Retail,6.7885508,125.2113129
13182378715,Eduhome,supermarket,Retail,9.7891511,125.4927128
13182389220,Brgy. Malapoc Norte Gymnasium,sports_hall,Park/Nature,10.2021695,124.8335283
13182806020,BGTP Jewelry Repair Shop,jeweller,Retail,11.1069987,122.641603
13182851693,Heart's Closet,clothes,Retail,10.7432167,122.5140595
13183239594,Mercury Drug,chemist,Health,10.7162741,122.5455784
13183239595,Planet Sports,sports_shop,Retail,10.7163615,122.545644
13183239596,Skechers,shoe_shop,Retail,10.7163558,122.5456479
13183239600,Memo,clothes,Retail,10.7166924,122.5459637
13183297701,New Balance,shoe_shop,Retail,10.7167239,122.5458784
13183297702,Uniqlo,clothes,Retail,10.7168629,122.5460543
13183353191,Alcan Dental Clinic,dentist,Health,13.6457081,121.2098976
13183365671,Odysseus Wedding Rings,jeweller,Retail,10.7169346,122.5458388
13183365675,David's Salon,hairdresser,Other,10.7169119,122.5456173
13183457603,Street Footwear,shoe_shop,Retail,8.7140384,125.7537983
13183516569,Palma Commercial,department_store,Retail,9.7901243,125.4954173
13183540282,Bohol Dry Goods Store,sports_shop,Retail,9.7897653,125.4946052
13183544348,Ckat Pharma,pharmacy,Health,9.7894989,125.4944048
13183551641,David's Salon,hairdresser,Other,9.7903763,125.4961143
13183552372,Rose Pharmacy,pharmacy,Health,9.7899923,125.4953795
13183558879,JD Shoe Shop,shoe_shop,Retail,9.7896567,125.4948334
13183560748,Wintex,clothes,Retail,9.7903059,125.4954784
13183598604,Diegas Dental Clinic,dentist,Health,9.7881286,125.4974115
13183740459,Avitus Dialysis Center,clinic,Health,16.2290879,120.4843582
13183740485,Tionsan Rosario,supermarket,Retail,16.2279097,120.4885626
13183740486,Tionsan Rosario,department_store,Retail,16.2278672,120.48858
13183740489,Achievers Haven Learning School,school,Public Service,16.2271358,120.4902256
13183740492,Saint Joseph Drug,pharmacy,Health,16.227226,120.4896542
13184486437,KCK Pharmacy,pharmacy,Health,14.7671608,121.0394682
13184669724,The Queen's Clinic,clinic,Health,14.7505857,121.0448601
13185186583,TGP,pharmacy,Health,7.163102,125.5759654
13185493957,Options,clothes,Retail,10.7175635,122.5465766
13185493958,Watsons,chemist,Health,10.7174985,122.5464725
13185493960,Denim Hub,clothes,Retail,10.7172683,122.54639
13185580392,Head Gear,hairdresser,Other,9.7915291,125.485261
13185580393,Beau Tee Box,hairdresser,Other,9.7913625,125.4875066
13185591656,Levi's Factory Store,clothes,Retail,15.0296372,120.7161078
13185606161,Don Solar,shoe_shop,Retail,9.7886448,125.4930587
13185616199,My Cel Biz,clothes,Retail,9.7888793,125.4924002
13185619872,GMA Fashion Mix RTW,clothes,Retail,9.791032,125.4893539
13185628521,FPOP Community Health Care Clinic,community_centre,Other,9.7891829,125.4912631
13185631108,La Farmacia Surigao,pharmacy,Health,9.791142,125.4882297
13187099310,Dentofix Dental Clinic,dentist,Health,7.1275756,125.6359574
13187099312,Palmer-Asia Inc.,clothes,Retail,7.1275138,125.6358689
13188197640,RCBC,bank,Public Service,10.3437422,123.9134062
13188225535,3SX Kickz,shoe_shop,Retail,6.745448,125.3564797
13188245713,Henry Barbershop,hairdresser,Other,7.460788,125.7982114
13188354221,San Isidro Primary School,school,Public Service,10.1684616,124.8227182
13188508373,Philippine National Bank,bank,Public Service,14.6183325,121.0026607
13188508374,Tany,hairdresser,Other,14.6327551,121.044201
13188508378,Tooth Princess,dentist,Health,14.6334087,121.0288875
13189610931,CityState Bank,bank,Public Service,14.6426245,121.0744237
13189886590,Barber King Digos,hairdresser,Other,6.7381784,125.3639416
13189886591,Pharmacia Niña,pharmacy,Health,6.7381808,125.3639694
13189886599,Suremed Pharmacy,pharmacy,Health,6.7379939,125.3643435
13190073303,Fresenius Kidney Care Dialysis Center,clinic,Health,6.7379017,125.3643322
13190073320,Julius Barbershop,hairdresser,Other,6.738078,125.3655105
13190085032,Amesco Drug,chemist,Health,6.743026,125.3609619
13190124818,Khimdar Pharmacy,pharmacy,Health,7.4640146,125.8129484
13190584853,The Boatman Outdoors,outdoor_shop,Retail,7.1283542,125.628835
13190584855,Ever-G Pharmacy,pharmacy,Health,7.1277229,125.6282293
13190584871,Kuy's Barber Shop,hairdresser,Other,7.124432,125.6326394
13190584872,LVH Barber Shop,hairdresser,Other,7.1234645,125.6327841
13190584878,Jim's Barbershop,hairdresser,Other,7.1236842,125.632875
13191727001,Magsaysay Institute for Hospitality and Culinary Arts Mandaluyong Branch,school,Public Service,14.5727867,121.0479064
13191755381,Amesco Drug,pharmacy,Health,6.5064771,124.8369385
13191833837,Boston Barbers,hairdresser,Other,14.642509,121.0743731
13191960327,TGP,pharmacy,Health,14.2073265,121.0980363
13191960338,Generika,pharmacy,Health,14.2071329,121.0975966
13191960357,Toto Tumbs Barbers,hairdresser,Other,14.2066238,121.0963673
13191960367,O!Save,supermarket,Retail,14.2068232,121.0964728
13192166712,Producers Bank,bank,Public Service,7.5384369,125.7513675
13192166714,Asuncion Family Health Care Clinic,clinic,Health,7.5386336,125.7514333
13192166729,The Breed Elite Store >> PH,shoe_shop,Retail,7.5381876,125.7512054
13192166743,Agot Salon,hairdresser,Other,7.5378461,125.7510888
13192166746,Rojon Pharmacy,pharmacy,Health,7.5376439,125.7509982
13192201955,Bislig City Police Station,police,Public Service,8.1755333,126.3588032
13192201962,CL Facetok Office Supplies,stationery,Retail,8.1871633,126.355632
13192201964,Dagsa sa Mangagoy,clothes,Retail,8.1873143,126.3559198
13192481576,Lara & GM Drugmart,pharmacy,Health,14.2078601,121.0990957
13192481577,Franco Emanuelle's RTW,clothes,Retail,14.2076616,121.0985585
13192481578,Karipaz Sportswear,clothes,Retail,14.2076379,121.0984856
13192481579,Ram's RTW Store,clothes,Retail,14.2076466,121.0985123
13192525905,Gian Jazz Footwear Shop,shoe_shop,Retail,14.2080131,121.0994739
13192525923,Joson Dental Clinic,dentist,Health,14.2076025,121.0989705
13192525961,Cardo's Barber Shop,hairdresser,Other,14.2079293,121.0993013
13194715376,Chinabank,bank,Public Service,14.6384388,121.0551184
13194896745,Smileline Dental Clinic,dentist,Health,9.78733,125.4922987
13194910554,OTTO,clothes,Retail,9.7868001,125.4923038
13194910555,Personal Collection,clothes,Retail,9.7882387,125.4923737
13195138275,Trendsetters Emporium,clothes,Retail,9.7868676,125.492329
13195236381,KICC Shopping Center,department_store,Retail,7.5870089,125.8197608
13195236602,Virjams Enterprises,department_store,Retail,7.5864349,125.8214347
13195236608,Amid Ukay-Ukay,clothes,Retail,7.5869746,125.820473
13195236611,JSCC Shoping Center,department_store,Retail,7.5872763,125.8205969
13195236622,Doc Mel Pharmacy,pharmacy,Health,7.5869915,125.8216212
13195436558,Watsons,pharmacy,Health,14.6517509,121.0750202
13195436566,Mango,clothes,Retail,14.6516049,121.0749662
13195460888,Adidas Originals,clothes,Retail,14.6518272,121.0361796
13195512712,BDO,bank,Public Service,14.6513928,121.0748868
13195512713,Kinetix,fitness_centre,Other,14.6491091,121.0747192
13195512718,Piandré,hairdresser,Other,14.651137,121.0748985
13195512721,BPI,bank,Public Service,14.6515496,121.0755538
13195512722,Nike,clothes,Retail,14.6515584,121.0752985
13195743704,Grind,clothes,Retail,14.6502006,121.0755569
13195743710,Converse,shoe_shop,Retail,14.6502581,121.0754716
13196078169,fun Kolek,toy_shop,Retail,14.6050562,121.1704673
13196867485,Bonhai Pharmacy,pharmacy,Health,7.4773031,125.8072958
13196867493,Leticia Pharmacy,pharmacy,Health,7.4764759,125.8057523
13196867498,Uniqoo Pharmacy,pharmacy,Health,7.4762911,125.8056169
13196890301,A and A Educational Supplies Trading,stationery,Retail,7.476109,125.805652
13196936407,DHL,post_office,Public Service,14.5761049,121.0593746
13197191691,Kalinga Day Care Center,kindergarten,Public Service,14.6603233,121.0718504
13197228430,UP Music Circle,community_centre,Other,14.6537144,121.0733597
13197281719,Joy Barber Salon & Spa,hairdresser,Other,7.4599186,125.7856421
13197281738,Barrel Twist Tactical Sports & Indoor Shooting Range,pitch,Other,7.451993,125.7927338
13197281740,Meiman Consumer Goods Wholesaling,department_store,Retail,7.4513208,125.8023636
13197281747,Grithz Ukay-Ukay,clothes,Retail,7.4516873,125.8026479
13197361104,San Francisco Elementary School,school,Public Service,7.3052784,125.680288
13197361108,Philippine Business Bank,bank,Public Service,7.3087545,125.6846434
13197361110,BPI,bank,Public Service,7.3087362,125.6846974
13197361113,Metrobank,bank,Public Service,7.3120272,125.6859101
